student_id,gender,age,parental_education,hours_studied,attendance,sleep_hours,previous_scores,internet_usage,tutoring_sessions,extracurricular,exam_score
S0662,female,19,post_graduate,2.3,62.3,5.7,32.8,5.0,0.0,no,55.5
S0663,female,17,none,5.8,65.1,7.2,62.5,5.2,2.0,no,66.9
S0664,female,18,none,2.2,60.8,4.1,63.5,2.6,3.0,no,69.2
S0665,male,17,high_school,3.9,68.6,5.6,41.1,5.7,0.0,no,51.8
S0666,male,22,high_school,3.2,69.8,5.8,65.2,3.9,0.0,no,65.6
S0667,male,18,high_school,5.6,62.3,5.4,41.4,5.3,4.0,yes,71.8
S0668,male,19,high_school,6.9,98.4,7.1,70.7,3.3,5.0,yes,91.7
S0669,male,18,high_school,1.0,50.0,5.5,20.0,7.3,0.0,yes,37.9
S0670,female,20,none,8.7,81.2,7.6,79.4,2.0,2.0,yes,82.0
S0671,male,21,post_graduate,7.1,87.7,7.3,84.9,3.4,5.0,yes,100.0
S0672,male,19,none,,50.0,4.9,39.6,,0.0,yes,42.1
S0673,female,22,high_school,4.5,70.4,6.6,49.2,3.4,0.0,yes,70.1
S0674,male,17,high_school,3.3,57.8,6.4,61.4,3.3,,yes,74.9
S0675,female,21,post_graduate,1.0,62.5,6.5,30.5,3.9,0.0,no,47.9
S0676,male,16,graduate,1.0,54.5,6.7,52.4,4.3,0.0,yes,55.9
S0677,female,21,graduate,2.7,64.4,6.0,40.4,6.7,0.0,yes,63.0
S0678,male,19,none,7.0,96.4,6.7,85.7,2.1,2.0,no,82.1
S0679,female,22,post_graduate,7.5,86.2,6.4,73.3,2.2,4.0,yes,100.0
S0680,male,22,high_school,,84.7,6.7,58.0,3.4,4.0,yes,80.8
S0681,male,21,high_school,7.8,75.4,6.6,54.6,2.1,3.0,yes,75.6
S0682,female,21,graduate,,54.1,6.1,39.1,5.5,2.0,yes,56.3
S0683,female,20,post_graduate,3.2,76.5,6.8,30.3,4.4,0.0,yes,74.0
S0684,female,18,graduate,7.3,69.3,6.7,70.7,4.3,2.0,yes,73.0
S0685,male,21,post_graduate,2.4,50.0,5.9,45.4,3.6,0.0,no,56.0
S0686,female,17,post_graduate,7.3,82.5,7.0,69.0,2.1,3.0,no,90.6
S0687,male,22,high_school,5.1,61.2,6.0,40.2,2.3,2.0,no,64.7
S0688,female,17,high_school,1.8,58.7,5.6,63.2,4.1,2.0,no,61.9
S0689,male,20,none,7.9,65.6,5.5,86.0,4.6,3.0,yes,78.8
S0690,female,21,post_graduate,7.0,70.6,6.2,63.1,2.9,1.0,yes,78.5
S0691,female,21,high_school,2.6,65.7,6.7,54.7,3.8,4.0,no,65.4
S0692,male,20,post_graduate,7.5,83.5,6.5,74.4,3.7,7.0,yes,91.0
S0693,female,19,high_school,2.2,66.8,5.8,44.1,6.6,1.0,no,52.6
S0694,female,16,high_school,6.3,80.4,7.2,63.0,3.2,2.0,yes,79.1
S0695,female,16,none,7.0,74.4,7.2,63.6,4.1,,no,77.1
S0696,male,18,high_school,6.4,65.3,5.5,59.4,3.1,0.0,yes,73.3
S0697,male,17,post_graduate,7.4,77.3,7.5,83.3,5.3,2.0,yes,80.9
S0698,female,19,none,1.0,67.7,6.8,22.2,8.0,0.0,no,38.0
S0699,female,17,high_school,8.2,80.3,6.1,67.8,3.5,2.0,no,91.6
S0700,male,19,none,6.5,64.4,5.7,40.4,1.7,1.0,yes,62.0
S0701,male,20,high_school,4.3,56.8,7.2,63.1,4.0,0.0,no,72.0
S0702,female,18,high_school,9.3,68.9,6.9,64.9,3.5,4.0,yes,85.2
S0703,male,20,high_school,6.3,68.3,4.4,30.0,4.3,1.0,yes,58.7
S0704,female,17,post_graduate,3.0,60.5,4.7,40.3,7.2,0.0,no,46.1
S0705,female,22,high_school,1.5,59.1,5.5,49.1,6.6,0.0,no,49.5
S0706,male,18,high_school,8.1,75.0,5.9,70.7,2.4,3.0,no,89.5
S0707,male,21,graduate,2.0,68.5,5.5,37.8,5.6,1.0,no,51.5
S0708,male,22,none,9.4,83.7,7.4,85.4,0.8,4.0,yes,95.7
S0709,male,19,high_school,1.0,56.8,,37.9,6.3,0.0,no,50.5
S0710,male,19,graduate,11.6,86.7,7.1,71.7,1.3,5.0,yes,99.6
S0711,male,18,high_school,4.3,67.2,,57.0,5.2,3.0,yes,64.5
S0712,male,20,graduate,7.1,73.8,7.6,49.0,6.7,4.0,no,75.6
S0713,male,18,high_school,,67.8,7.4,35.1,2.9,0.0,yes,71.8
S0714,female,20,graduate,3.9,76.8,6.9,57.7,1.2,2.0,yes,77.8
S0715,female,18,post_graduate,5.5,70.3,4.9,65.5,3.8,5.0,no,66.0
S0716,male,20,none,4.6,80.7,7.4,77.2,0.9,3.0,no,83.7
S0717,female,16,high_school,6.2,90.2,7.4,63.2,3.9,0.0,no,75.4
S0718,female,18,high_school,6.7,81.0,6.5,58.7,4.7,2.0,yes,68.5
S0719,female,20,high_school,3.2,72.1,7.7,54.8,6.2,2.0,yes,59.2
S0720,female,21,post_graduate,5.0,70.3,7.2,46.1,4.3,0.0,yes,76.2
S0721,female,17,graduate,8.7,81.1,7.1,56.5,3.4,4.0,yes,83.2
S0722,male,22,high_school,1.0,57.0,6.5,31.3,3.7,0.0,no,41.9
S0723,male,22,graduate,1.0,56.7,6.1,37.6,5.6,0.0,no,47.2
S0724,male,22,none,9.1,75.0,4.9,69.4,3.2,3.0,no,75.0
S0725,male,17,graduate,8.4,71.1,6.2,56.2,4.6,0.0,no,73.2
S0726,male,18,graduate,4.5,50.0,7.4,48.5,3.4,0.0,no,62.3
S0727,male,18,graduate,6.6,71.9,5.9,86.9,3.5,1.0,yes,79.2
S0728,female,19,high_school,7.9,69.6,6.5,69.3,1.8,4.0,no,81.0
S0729,male,20,graduate,2.5,77.3,5.4,51.0,1.9,1.0,no,67.1
S0730,female,18,high_school,2.3,62.4,7.5,41.0,3.6,0.0,no,56.2
S0731,male,17,graduate,7.3,62.4,7.9,53.4,1.9,1.0,yes,78.7
S0732,female,17,high_school,5.1,59.8,5.3,39.0,5.6,2.0,no,68.5
S0733,female,22,high_school,6.9,65.7,6.8,64.1,,5.0,yes,87.3
S0734,male,17,graduate,1.0,56.8,5.1,20.0,5.4,1.0,no,46.6
S0735,male,20,post_graduate,10.6,82.6,7.5,54.7,1.6,4.0,no,88.7
S0736,male,16,none,5.4,82.4,7.1,55.7,0.5,3.0,yes,81.4
S0737,male,18,post_graduate,5.1,66.2,7.3,60.9,5.5,1.0,no,70.2
S0738,female,22,graduate,8.0,80.1,7.3,67.3,1.6,3.0,no,91.0
S0739,male,16,graduate,11.5,75.7,9.0,94.8,1.5,3.0,no,98.6
S0740,male,20,post_graduate,8.8,85.8,6.2,55.4,1.0,1.0,yes,87.7
S0741,female,22,high_school,1.0,55.7,4.2,20.0,7.4,1.0,yes,40.2
S0742,female,21,post_graduate,2.5,61.2,5.5,51.0,5.7,0.0,no,57.7
S0743,male,18,high_school,3.5,63.8,4.9,46.9,3.8,3.0,no,76.2
S0744,male,19,high_school,5.9,73.6,5.3,64.2,3.5,3.0,yes,74.3
S0745,female,18,graduate,2.5,88.0,6.0,83.3,5.4,4.0,yes,77.5
S0746,male,18,post_graduate,2.7,60.5,5.4,37.2,4.8,2.0,no,61.4
S0747,female,18,post_graduate,5.8,73.0,5.8,56.8,3.6,1.0,yes,73.8
S0748,female,22,graduate,1.4,53.8,6.5,40.9,3.8,4.0,yes,59.4
S0749,male,22,graduate,4.1,56.9,5.8,26.3,2.5,1.0,yes,54.9
S0750,female,18,high_school,1.2,56.7,5.7,30.8,5.5,0.0,no,46.0
S0751,male,21,post_graduate,5.3,69.6,6.8,50.0,5.5,0.0,no,70.4
S0752,male,18,high_school,,54.4,5.2,40.1,6.9,0.0,yes,52.5
S0753,male,20,graduate,1.9,58.4,5.8,46.6,2.5,1.0,no,61.5
S0754,female,18,graduate,7.4,77.3,7.3,67.0,1.4,4.0,yes,81.2
S0755,male,21,graduate,2.5,56.2,4.5,34.2,4.4,0.0,no,46.2
S0756,male,20,high_school,10.9,98.7,5.9,100.0,0.8,4.0,no,100.0
S0757,female,18,post_graduate,6.5,63.0,7.0,57.4,3.2,1.0,no,69.5
S0758,male,18,graduate,4.3,82.1,7.0,60.7,3.6,4.0,yes,72.3
S0759,male,20,post_graduate,1.2,56.1,,43.8,5.5,0.0,no,52.8
S0760,male,18,none,7.7,82.8,7.0,80.1,2.1,,no,89.6
S0761,female,21,graduate,4.5,54.1,6.9,56.1,5.8,3.0,no,73.7
S0762,female,22,graduate,4.1,76.6,6.4,43.9,4.4,0.0,yes,63.9
S0763,male,17,graduate,12.7,100.0,8.0,81.5,0.5,5.0,yes,100.0
S0764,male,18,post_graduate,3.8,72.1,7.8,59.3,6.0,1.0,no,73.5
S0765,male,19,none,8.3,73.5,5.4,71.6,4.5,6.0,yes,90.7
S0766,female,20,none,4.5,65.0,6.5,39.9,6.0,4.0,no,59.5
S0767,male,21,high_school,4.9,60.2,8.2,64.6,,3.0,no,69.2
S0768,male,18,none,,85.7,7.6,83.4,,6.0,no,93.4
S0769,male,18,post_graduate,2.7,72.0,7.5,46.1,5.7,,yes,59.9
S0770,female,20,high_school,9.2,94.5,6.9,90.0,4.2,8.0,yes,99.1
S0771,female,16,high_school,6.5,77.2,6.8,61.9,4.6,3.0,yes,78.1
S0772,female,21,none,2.5,56.6,6.2,62.2,6.6,2.0,yes,58.5
S0773,female,21,graduate,6.3,81.5,5.0,56.6,4.3,3.0,yes,78.9
S0774,female,17,high_school,5.1,79.9,6.1,76.2,4.5,3.0,no,81.6
S0775,male,22,none,5.8,57.7,5.9,78.7,5.6,5.0,no,73.2
S0776,male,22,high_school,1.0,60.6,6.4,20.0,6.1,0.0,no,42.7
S0777,male,17,high_school,2.8,62.5,6.8,40.7,3.0,3.0,no,61.5
S0778,male,18,post_graduate,4.0,77.1,,62.7,3.9,2.0,yes,82.7
S0779,female,20,high_school,4.7,60.5,7.1,65.5,4.6,1.0,yes,70.6
S0780,female,19,graduate,7.3,50.8,6.7,62.6,3.3,2.0,yes,77.2
S0781,male,18,post_graduate,,74.0,7.6,50.3,2.3,2.0,no,77.5
S0782,female,17,graduate,1.0,59.0,5.8,44.5,3.6,0.0,yes,54.1
S0783,male,18,post_graduate,4.1,60.3,6.7,72.5,2.7,1.0,yes,74.0
S0784,female,20,post_graduate,5.0,68.3,6.6,52.5,4.2,5.0,yes,75.1
S0785,male,21,high_school,5.7,97.6,7.3,51.4,5.2,2.0,no,78.6
S0786,male,21,graduate,7.2,78.4,6.7,73.5,3.8,4.0,no,80.2
S0787,male,21,none,5.9,84.2,,73.8,4.3,4.0,no,80.2
S0788,female,21,high_school,4.2,69.4,5.8,58.9,3.4,2.0,no,73.3
S0789,male,22,post_graduate,4.1,52.6,5.6,60.7,2.0,4.0,no,71.8
S0790,male,19,graduate,,52.0,6.2,23.0,5.4,0.0,no,46.9
S0791,female,16,graduate,7.0,72.2,6.6,40.3,3.2,3.0,no,70.3
S0792,male,22,graduate,4.7,68.9,6.2,53.9,3.2,3.0,yes,69.8
S0793,female,19,high_school,5.1,71.8,7.3,59.7,3.7,2.0,yes,67.8
S0794,female,18,post_graduate,1.0,59.3,5.4,33.1,6.1,0.0,yes,56.5
S0795,female,17,high_school,2.3,58.0,5.8,27.2,6.3,2.0,no,42.5
S0796,male,20,high_school,6.4,70.4,8.1,52.6,2.4,5.0,no,83.6
S0797,female,18,post_graduate,5.8,73.5,7.7,49.3,1.8,1.0,yes,74.6
S0798,female,16,high_school,4.0,61.2,8.1,74.2,2.6,4.0,yes,87.7
S0799,female,20,graduate,4.5,53.9,6.3,68.0,4.0,3.0,no,83.1
S0800,male,20,graduate,5.5,76.2,7.5,67.3,5.4,0.0,yes,68.5
S0801,female,20,high_school,7.6,83.4,6.2,60.9,2.2,2.0,yes,77.1
S0802,male,18,post_graduate,7.7,64.4,5.5,35.7,5.2,3.0,no,73.0
S0803,female,16,graduate,5.8,59.8,4.7,61.4,4.2,3.0,yes,76.7
S0804,female,18,high_school,2.3,59.7,7.6,54.4,4.6,0.0,no,62.3
S0805,male,20,none,3.8,63.6,5.6,52.5,5.6,0.0,yes,56.4
S0806,male,20,post_graduate,1.6,54.1,6.2,30.2,3.6,1.0,yes,65.5
S0807,male,22,none,5.4,66.3,5.9,49.7,3.0,2.0,yes,69.5
S0808,female,17,post_graduate,2.6,70.4,6.8,47.5,4.6,0.0,no,56.0
S0809,female,19,high_school,9.5,94.0,6.8,78.7,1.7,1.0,no,87.5
S0810,male,18,graduate,1.9,57.7,5.0,49.3,5.7,2.0,no,49.1
S0811,male,16,post_graduate,4.4,74.2,6.8,53.6,,3.0,no,83.0
S0812,male,22,high_school,2.9,50.3,5.1,51.7,,0.0,yes,53.0
S0813,male,20,graduate,11.2,89.7,6.6,77.6,2.1,4.0,no,96.4
S0814,male,18,graduate,5.0,65.5,4.9,64.8,4.0,1.0,no,67.0
S0815,female,19,graduate,10.3,82.8,5.9,73.6,2.2,3.0,yes,88.4
S0816,female,18,graduate,2.5,53.2,5.9,33.4,5.4,0.0,no,40.3
S0817,male,19,graduate,6.4,83.2,5.1,56.3,3.8,2.0,yes,80.9
S0818,male,18,graduate,7.8,71.9,5.8,69.2,3.2,6.0,yes,95.7
S0819,female,17,post_graduate,5.8,75.8,6.5,61.1,3.9,1.0,no,71.7
S0820,male,18,graduate,4.8,78.4,6.6,73.7,4.8,2.0,no,69.5
S0821,male,22,high_school,3.3,63.6,7.8,51.0,3.4,0.0,yes,69.6
S0822,male,21,post_graduate,9.8,82.6,8.7,89.6,2.2,6.0,yes,98.5
S0823,male,17,high_school,10.7,86.2,7.0,92.1,0.5,3.0,no,100.0
S0824,female,19,none,2.0,66.3,6.8,43.1,4.9,0.0,no,47.4
S0825,male,20,high_school,3.8,65.0,6.9,57.2,3.2,,yes,68.3
S0826,female,20,none,11.2,86.5,6.7,63.1,1.9,5.0,yes,91.1
S0827,female,18,none,10.8,86.5,6.1,67.9,1.7,5.0,yes,85.4
S0828,female,16,high_school,3.6,71.2,6.2,50.5,5.0,4.0,no,62.8
S0829,female,18,none,5.4,73.2,6.2,53.9,3.8,2.0,no,69.8
S0830,male,17,graduate,3.7,58.8,,38.3,3.6,1.0,no,47.2
S0831,female,17,none,,63.5,6.2,31.0,7.3,0.0,no,49.1
S0832,male,19,high_school,1.3,51.3,5.4,35.2,5.4,0.0,no,44.0
S0833,male,18,none,4.8,64.7,5.1,35.1,4.5,2.0,no,50.6
S0834,female,19,none,2.7,67.3,6.2,52.9,4.6,2.0,no,54.4
S0835,male,16,high_school,4.5,54.4,6.8,61.5,6.0,4.0,yes,76.0
S0836,male,20,graduate,5.1,73.1,5.7,58.3,3.4,4.0,yes,81.5
S0837,female,20,post_graduate,11.7,81.8,,72.8,1.3,4.0,no,100.0
S0838,female,18,post_graduate,4.9,53.9,4.6,26.5,4.4,0.0,no,51.5
S0839,female,19,post_graduate,10.8,90.7,6.5,84.0,2.2,3.0,no,97.7
S0840,male,19,high_school,4.2,62.6,6.2,57.7,3.5,0.0,no,66.1
S0841,male,16,high_school,5.3,63.1,6.0,47.2,2.5,2.0,no,70.6
S0842,female,19,none,4.4,77.4,6.4,72.3,1.8,5.0,no,85.2
S0843,female,21,graduate,4.4,64.3,7.4,37.5,4.4,0.0,no,57.8
S0844,male,21,none,,72.7,6.0,57.9,4.3,3.0,no,66.7
S0845,male,17,graduate,5.7,81.0,8.5,61.8,3.3,2.0,yes,80.6
S0846,female,21,high_school,4.6,79.2,7.1,55.0,3.2,4.0,yes,77.8
S0847,male,21,high_school,4.8,55.5,6.7,55.9,,1.0,no,67.0
S0848,male,17,post_graduate,9.9,90.3,8.1,93.0,2.6,2.0,yes,93.7
S0849,female,21,graduate,2.5,59.1,8.2,40.4,4.4,2.0,no,66.3
S0850,female,21,post_graduate,2.9,68.5,5.4,53.7,3.9,3.0,yes,64.9
S0851,male,17,graduate,2.6,50.0,5.3,64.3,,2.0,yes,64.3
S0852,male,18,post_graduate,4.9,84.8,5.6,39.1,5.5,0.0,yes,74.3
S0853,male,22,graduate,1.7,67.9,6.2,28.8,4.5,0.0,yes,55.3
S0854,male,17,post_graduate,8.3,83.1,5.7,52.8,2.1,5.0,yes,90.4
S0855,female,17,high_school,10.4,93.7,,74.8,1.3,4.0,yes,90.7
S0856,male,21,graduate,2.8,83.0,7.6,39.8,3.8,1.0,no,59.3
S0857,female,20,graduate,1.8,68.6,6.2,44.6,5.4,3.0,yes,66.9
S0858,male,22,high_school,5.8,82.3,6.5,63.4,1.9,1.0,yes,76.8
S0859,female,21,post_graduate,5.4,65.5,5.7,30.7,5.9,4.0,yes,65.8
S0860,male,18,post_graduate,6.9,75.2,7.5,46.3,2.6,,no,84.4
S0861,male,17,high_school,4.7,68.2,5.9,61.0,3.6,0.0,no,61.4
S0862,female,16,high_school,1.9,50.0,7.2,33.6,4.2,0.0,no,50.3
S0863,male,17,high_school,7.2,80.0,,74.0,2.1,6.0,yes,95.5
S0864,female,22,post_graduate,10.5,77.2,7.6,65.4,1.5,4.0,yes,94.9
S0865,female,18,graduate,4.1,63.3,6.2,50.5,4.7,0.0,no,59.7
S0866,female,22,none,3.6,52.6,7.1,61.9,6.2,1.0,no,56.6
S0867,male,19,graduate,4.5,74.4,7.5,62.1,10.882785700312812,1.0,yes,70.9
S0868,male,22,none,4.5,73.1,6.0,51.5,2.6,3.0,yes,73.6
S0869,male,21,graduate,7.4,77.8,6.4,65.3,2.4,4.0,yes,84.2
S0870,female,20,high_school,11.9,85.9,6.4,71.5,2.3,3.0,yes,95.2
S0871,male,20,high_school,3.6,92.8,6.7,62.9,5.8,1.0,no,68.6
S0872,male,21,graduate,3.7,72.9,6.6,43.8,5.3,2.0,no,58.9
S0873,female,21,none,1.0,50.0,4.7,20.0,6.5,0.0,yes,35.4
S0874,female,18,high_school,2.3,64.6,5.8,41.0,5.6,0.0,yes,52.4
S0875,female,17,high_school,4.9,64.8,5.4,59.1,5.7,0.0,no,67.5
S0876,female,16,high_school,8.1,79.8,6.7,78.6,0.5,5.0,no,90.2
S0877,male,17,high_school,2.3,54.1,6.7,44.5,5.4,2.0,no,53.6
S0878,female,17,post_graduate,4.6,75.7,6.0,46.1,4.9,1.0,yes,77.6
S0879,female,16,post_graduate,5.4,64.4,6.3,60.4,2.4,2.0,no,78.6
S0880,male,20,post_graduate,7.7,89.6,5.8,66.3,1.5,6.0,yes,100.0
S0881,male,17,post_graduate,8.0,100.0,7.9,71.3,0.5,4.0,yes,100.0
S0882,female,19,high_school,1.0,75.7,6.2,43.3,3.8,,no,48.8
S0883,male,19,high_school,2.9,58.3,5.7,57.5,4.0,2.0,no,66.5
S0884,male,18,high_school,8.3,84.2,6.9,66.8,3.0,3.0,yes,94.5
S0885,female,18,post_graduate,2.6,81.9,7.0,82.6,4.2,2.0,no,86.4
S0886,male,22,graduate,,84.7,6.8,87.0,3.1,6.0,yes,100.0
S0887,female,16,high_school,5.7,69.7,5.6,67.1,2.3,4.0,yes,85.6
S0888,male,16,high_school,,79.3,7.8,48.3,3.4,0.0,yes,72.4
S0889,male,18,graduate,5.9,77.7,,63.2,4.9,2.0,yes,74.3
S0890,male,21,graduate,8.3,86.2,7.0,69.0,3.4,7.0,yes,93.8
S0891,male,17,post_graduate,,71.6,7.7,64.3,3.1,4.0,yes,80.7
S0892,female,21,high_school,3.1,65.3,9.0,67.9,4.0,4.0,yes,84.3
S0893,female,20,post_graduate,8.8,76.1,6.0,61.6,2.7,,yes,88.7
S0894,male,19,high_school,8.2,80.7,7.4,61.8,,4.0,yes,93.0
S0895,male,16,graduate,9.2,75.3,6.6,64.5,1.9,5.0,yes,84.9
S0896,male,18,post_graduate,12.5,76.4,6.4,85.2,,4.0,yes,100.0
S0897,female,19,post_graduate,1.5,54.8,5.8,57.8,,3.0,no,62.1
S0898,male,21,none,8.0,62.5,5.7,60.2,3.0,,yes,68.5
S0899,female,16,high_school,7.6,87.4,7.1,62.5,1.7,4.0,no,93.9
S0900,male,16,high_school,3.4,66.7,,49.0,4.5,0.0,no,62.7
S0901,female,22,high_school,5.9,70.6,7.4,59.4,2.4,3.0,yes,81.1
S0902,female,17,graduate,3.4,57.9,6.3,51.2,3.8,0.0,no,61.2
S0903,male,16,post_graduate,4.2,62.1,6.9,45.7,2.1,1.0,no,70.7
S0904,female,20,none,8.7,79.8,6.8,75.8,,3.0,no,84.7
S0905,male,16,high_school,3.2,77.1,6.3,53.6,3.7,1.0,no,60.7
S0906,female,20,high_school,6.2,77.9,6.8,48.0,1.9,1.0,yes,73.3
S0907,female,21,post_graduate,1.0,52.4,4.9,41.9,,0.0,yes,62.0
S0908,male,22,post_graduate,5.2,68.2,6.6,50.8,3.5,4.0,no,89.1
S0909,female,17,high_school,5.9,78.6,6.1,70.3,2.6,4.0,no,89.1
S0910,male,22,none,12.3,85.0,6.9,94.3,0.6,5.0,no,100.0
S0911,female,20,graduate,3.4,62.8,4.7,41.6,4.3,4.0,no,60.4
S0912,male,21,graduate,6.1,82.8,,50.1,4.1,4.0,yes,78.0
S0913,female,19,high_school,4.5,79.1,6.1,56.5,2.0,,yes,73.1
S0914,female,22,post_graduate,10.1,87.0,8.2,81.5,2.8,5.0,no,96.6
S0915,male,22,post_graduate,5.8,58.9,7.3,52.0,3.2,2.0,no,84.5
S0916,female,16,graduate,8.5,74.5,5.6,63.5,3.6,,no,91.0
S0917,male,22,graduate,6.3,84.6,5.9,81.7,3.2,5.0,no,92.8
S0918,male,18,high_school,6.5,68.9,,52.7,3.1,4.0,yes,76.4
S0919,female,18,graduate,4.0,76.3,7.7,31.2,3.3,1.0,no,68.8
S0920,male,20,high_school,7.4,82.3,6.6,66.2,3.4,3.0,no,80.1
S0921,male,17,high_school,6.6,94.0,7.2,87.9,,6.0,yes,85.1
S0922,male,20,none,3.6,62.2,5.5,43.5,3.6,0.0,yes,59.5
S0923,male,22,high_school,5.0,76.0,6.9,46.1,5.9,2.0,yes,64.8
S0924,male,22,high_school,3.2,74.3,5.6,43.3,4.5,1.0,no,55.0
S0925,male,21,graduate,8.1,85.5,5.5,61.7,2.6,5.0,yes,87.5
S0926,female,22,graduate,1.6,50.8,4.7,38.6,4.5,1.0,no,46.6
S0927,male,21,graduate,3.4,60.8,6.2,33.1,3.7,1.0,yes,60.4
S0928,male,22,high_school,6.3,75.7,5.8,57.7,,0.0,yes,73.4
S0929,female,22,high_school,11.3,75.3,7.2,68.4,0.9,5.0,no,80.8
S0930,male,20,post_graduate,6.3,68.2,,55.3,3.8,1.0,no,80.3
S0931,male,20,high_school,4.9,73.2,5.6,43.0,4.2,0.0,no,56.5
S0932,male,19,post_graduate,9.0,71.3,8.1,85.0,4.0,3.0,yes,90.2
S0933,female,21,high_school,1.0,67.8,6.0,33.5,4.3,0.0,no,46.2
S0934,female,19,graduate,1.0,57.0,5.4,20.0,6.8,1.0,yes,43.6
S0935,male,20,none,7.4,70.7,7.4,67.9,3.8,3.0,yes,88.5
S0936,male,17,graduate,6.0,69.3,6.6,47.0,,2.0,no,72.8
S0937,female,16,post_graduate,,59.8,7.1,29.8,6.0,2.0,no,56.1
S0938,male,21,post_graduate,6.4,86.9,6.5,88.0,2.7,1.0,yes,93.4
S0939,female,18,post_graduate,0.34899522021044144,80.3,6.3,63.4,0.7,3.0,no,80.0
S0940,male,19,high_school,3.0,53.2,5.2,45.0,5.5,1.0,no,54.5
S0941,male,21,graduate,3.3,61.9,5.5,49.9,4.2,1.0,no,51.3
S0942,female,16,high_school,6.5,77.1,7.7,86.5,1.7,3.0,yes,90.5
S0943,male,19,graduate,7.6,77.2,7.9,63.3,4.0,2.0,yes,90.2
S0944,female,21,high_school,4.5,63.2,7.2,57.0,3.7,2.0,no,88.5
S0945,female,19,post_graduate,10.1,100.0,6.0,72.8,2.9,7.0,yes,95.9
S0946,male,19,post_graduate,1.0,67.6,6.8,37.5,6.7,2.0,no,56.4
S0947,male,20,high_school,1.3,50.0,4.3,30.1,5.1,0.0,no,37.8
S0948,female,22,high_school,1.0,52.4,6.9,46.5,5.8,0.0,yes,61.4
S0949,female,20,none,4.6,66.5,6.2,57.6,3.1,0.0,yes,60.3
S0950,male,19,graduate,3.2,75.9,7.2,64.2,6.4,4.0,yes,78.3
S0951,male,19,high_school,6.2,69.5,5.3,53.8,3.5,0.0,no,59.7
S0952,male,22,post_graduate,7.0,83.5,7.6,48.2,4.8,2.0,yes,79.4
S0953,male,18,graduate,2.6,63.8,4.7,26.8,,2.0,no,50.0
S0954,female,16,graduate,10.9,92.2,6.7,71.2,2.6,2.0,no,94.4
S0955,female,22,graduate,3.4,71.8,5.7,50.9,3.3,,no,64.0
S0956,male,16,none,10.4,70.1,5.7,82.3,2.5,3.0,no,87.3
S0957,female,17,post_graduate,7.3,71.9,6.7,48.5,1.0,1.0,yes,80.9
S0958,male,22,graduate,5.8,83.0,,58.3,3.7,2.0,yes,83.6
S0959,female,17,post_graduate,8.1,75.3,8.9,73.1,3.7,2.0,yes,96.2
S0960,female,17,graduate,4.5,78.5,6.8,58.7,3.6,3.0,yes,72.0
S0961,male,20,graduate,5.4,73.9,7.7,69.2,0.5,2.0,no,87.1
S0962,male,20,none,7.4,75.1,7.4,73.5,0.9,1.0,yes,81.4
S0963,male,18,graduate,4.7,71.0,7.0,60.5,2.9,2.0,yes,83.0
S0964,male,20,graduate,5.2,79.6,6.6,63.4,3.5,1.0,no,77.0
S0965,female,17,graduate,6.6,63.9,6.6,60.3,4.5,2.0,no,72.9
S0966,female,21,graduate,8.2,82.5,7.7,61.2,2.1,2.0,yes,84.6
S0967,male,19,high_school,3.8,55.7,5.7,41.2,5.6,0.0,no,57.6
S0968,female,17,post_graduate,8.6,97.0,7.3,85.0,0.6,5.0,no,100.0
S0969,female,18,post_graduate,2.2,67.2,6.4,59.7,4.8,2.0,no,63.5
S0970,male,19,none,1.8,67.3,,48.5,6.3,0.0,no,45.2
S0971,male,20,post_graduate,2.5,83.5,5.7,53.0,4.3,3.0,yes,75.8
S0972,male,19,high_school,3.2,62.5,6.1,59.6,4.6,0.0,yes,56.4
S0973,female,21,graduate,5.0,70.3,8.4,61.0,5.2,3.0,yes,72.4
S0974,male,18,high_school,6.3,50.0,7.1,58.5,5.4,0.0,no,59.5
S0975,male,20,post_graduate,5.3,53.8,7.4,56.5,3.4,2.0,yes,74.0
S0976,female,16,none,1.0,50.0,5.6,20.0,6.6,0.0,yes,31.1
S0977,female,17,high_school,5.8,76.5,6.5,51.3,5.4,0.0,no,56.5
S0978,female,22,high_school,1.0,50.0,6.1,20.0,6.2,0.0,no,32.4
S0979,female,21,high_school,1.9,57.3,7.0,37.5,7.2,1.0,no,52.4
S0980,male,21,graduate,7.2,59.8,5.3,64.2,3.5,2.0,yes,71.0
S0981,female,22,none,7.4,68.3,5.8,63.7,0.5,2.0,yes,77.9
S0982,male,17,graduate,8.0,81.4,7.8,75.1,3.8,3.0,yes,100.0
S0983,male,18,post_graduate,3.7,62.6,5.8,39.5,4.7,0.0,no,59.1
S0984,female,18,post_graduate,5.3,68.3,,62.5,4.7,1.0,yes,77.2
S0985,male,21,post_graduate,2.5,74.5,5.5,52.7,5.1,4.0,no,62.9
S0986,male,17,high_school,1.0,71.5,5.5,54.3,5.6,0.0,no,63.3
S0987,female,19,high_school,8.6,83.3,6.1,70.8,4.2,1.0,yes,79.8
S0988,female,16,graduate,,79.3,8.6,62.0,2.7,1.0,yes,84.0
S0989,female,16,none,2.8,69.3,6.4,66.9,5.0,2.0,no,70.7
S0990,male,18,post_graduate,8.7,89.4,6.5,51.0,4.9,3.0,no,80.7
S0991,male,18,none,7.8,55.3,7.1,74.1,3.6,0.0,no,73.0
